"mutant_ID","pool","firma","7dpiAlfL_KSUMA","7dpiAlfL_KValor M","7dpiAlfL_Kt-test","7dpiAlfL_HSUMA","7dpiAlfL_HValor M","7dpiAlfL_Ht-test","position","region","contig","Locus_tag","Gene","Protein"
"2011mTn5STM.2.15.F12",15.00,168.00,196.50,-0.13,0.33,167.00,0.17,0.47,,"","","","",""
"2011mTn5STM.2.15.G01",15.00,93.00,0.75,-0.38,0.53,143.50,-0.80,0.20,,"","","","",""
"2011mTn5STM.2.15.G02",15.00,253.00,292.50,-0.30,0.63,240.00,-0.88,0.20,,"","","","",""
"2011mTn5STM.2.15.G03",15.00,230.00,152.75,-0.45,0.04,114.25,0.01,0.96,,"","","","",""
"2011mTn5STM.2.15.G04",15.00,172.00,212.00,-0.87,0.04,213.25,-0.15,0.30,,"","","","",""
"2011mTn5STM.2.15.G05",15.00,173.00,479.50,0.74,0.03,315.50,0.68,0.19,,"","","","",""
"2011mTn5STM.2.15.G06",15.00,174.00,424.25,0.22,0.06,568.25,0.71,0.14,,"","","","",""
"2011mTn5STM.2.15.G07",15.00,175.00,393.00,-0.22,0.24,315.25,-0.17,0.38,,"","","","",""
"2011mTn5STM.2.15.G08",15.00,176.00,113.50,0.44,0.26,94.25,-0.58,0.02,,"","","","",""
"2011mTn5STM.2.15.G09",15.00,177.00,297.50,-0.42,7.39606657170677e-04,311.75,-0.21,0.38,,"","","","",""
"2011mTn5STM.2.15.G10",15.00,178.00,152.50,-0.11,0.52,214.75,-0.26,0.48,,"","","","",""
"2011mTn5STM.2.15.G11",15.00,179.00,211.50,-0.48,0.20,213.25,-0.14,0.66,,"","","","",""
"2011mTn5STM.2.15.G12",15.00,233.00,375.25,-0.33,0.02,157.25,0.18,0.71,,"","","","",""
"2011mTn5STM.2.15.H01",15.00,34.00,419.25,-0.67,0.09,386.00,-0.52,0.17,,"","","","",""
"2011mTn5STM.2.15.H02",15.00,265.00,104.25,-1.05,0.01,411.25,-0.15,0.50,,"","","","",""
"2011mTn5STM.2.15.H03",15.00,183.00,509.75,0.11,0.18,384.25,0.01,0.93,,"","","","",""
"2011mTn5STM.2.15.H04",15.00,184.00,253.75,-0.33,0.06,357.50,-0.13,0.58,,"","","","",""
"2011mTn5STM.2.15.H05",15.00,185.00,96.50,-0.73,0.03,80.25,-0.50,0.16,,"","","","",""
"2011mTn5STM.2.15.H06",15.00,186.00,328.00,-0.04,0.83,328.25,-0.27,0.27,,"","","","",""
"2011mTn5STM.2.15.H07",15.00,187.00,456.00,-0.44,0.09,581.25,0.08,0.01,,"","","","",""
"2011mTn5STM.2.15.H08",15.00,188.00,249.25,-0.56,0.14,351.50,0.16,0.52,,"","","","",""
"2011mTn5STM.2.15.H09",15.00,189.00,664.25,0.19,0.49,521.25,-0.57,0.01,,"","","","",""
"2011mTn5STM.2.15.H10",15.00,208.00,351.75,-0.32,0.14,307.00,0.34,0.12,,"","","","",""
"2011mTn5STM.2.15.H11",15.00,191.00,202.50,-0.42,0.17,431.00,0.23,0.42,,"","","","",""
"2011mTn5STM.2.15.H12",15.00,245.00,0.25,1.13,0.33,3.50,-0.73,0.20,,"","","","",""
"2011mTn5STM.3.01.A01",1.00,385.00,428.25,0.16,0.16,541.25,-0.04,0.52,1501289.00,"RME591985_1406","pSymB","SM_b20699","SM_b20699","protein secretion protein"
"2011mTn5STM.3.01.A02",1.00,458.00,259.00,-0.13,0.12,467.50,-0.08,0.52,1087548.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.A03",1.00,447.00,392.25,-0.01,0.87,254.00,-0.16,0.16,1120335.00,"AE006469_1080","pSymA","SMa1968","SMa1968","amidotransferase"
"2011mTn5STM.3.01.A04",1.00,389.00,379.50,0.02,0.81,466.50,-0.20,0.02,3240780.00,"SME591688_3048","chromosome","SMc03102","SMc03102","carbon monoxide dehydrogenase large subunit transmembrane protein"
"2011mTn5STM.3.01.A05",1.00,197.00,214.00,0.03,0.51,175.25,0.04,0.79,1295870.00,"AE006469_1251","pSymA","SMa2323","SMa2323","hypothetical protein"
"2011mTn5STM.3.01.A06",1.00,198.00,95.25,0.05,0.73,127.50,-0.03,0.82,1384020.00,"SME591688_1293","chromosome","SMc01919","SMc01919","hypothetical protein"
"2011mTn5STM.3.01.A07",1.00,199.00,129.00,-9.11733002933397e-03,0.96,141.25,-0.02,0.82,,"","","","",""
"2011mTn5STM.3.01.A08",1.00,200.00,403.00,-0.14,0.01,489.00,-0.06,0.42,885465.00,"SME591688_821","chromosome","SMc00898","kefB1","glutathione-regulated potassium-efflux system transmembrane protein"
"2011mTn5STM.3.01.A09",1.00,201.00,355.75,-0.21,0.22,432.00,-0.30,0.07,137110.00,"AE006469_130","pSymA","SMa0246","SMa0246","GntR family transcriptional regulator"
"2011mTn5STM.3.01.A10",1.00,202.00,50.50,0.11,0.66,306.25,0.10,0.36,650733.00,"RME591985_602","pSymB","SM_b21030","SM_b21030","hypothetical protein"
"2011mTn5STM.3.01.A11",1.00,475.00,17.00,-1.81,0.02,11.75,-1.39,0.01,404254.00,"SME591688_381","chromosome","SMc01147","SMc01147","coproporphyrinogen III oxidase"
"2011mTn5STM.3.01.A12",1.00,416.00,84.25,0.18,0.22,148.00,-0.25,0.07,2674645.00,"SME591688_2527","chromosome","SMc01952","cysQ","transmembrane protein"
"2011mTn5STM.3.01.B01",1.00,409.00,455.50,0.15,0.04,532.00,0.28,0.01,2302094.00,"SME591688_2180","chromosome","SMc01457","SMc01457","transport transmembrane protein"
"2011mTn5STM.3.01.B02",1.00,470.00,210.50,-0.01,0.85,175.00,0.25,0.21,569255.00,"RME591985_519","pSymB","SM_b20541","SM_b20541","protein in ISRm14"
"2011mTn5STM.3.01.B03",1.00,459.00,214.00,0.21,0.41,229.00,0.01,0.93,1074732.00,"RME591985_982","pSymB","SM_b21542","SM_b21542","iron uptake ABC transporter permease"
"2011mTn5STM.3.01.B04",1.00,401.00,205.75,0.23,0.06,213.75,0.15,0.43,1292490.00,"RME591985_1179","pSymB","SM_b20886","SM_b20886","hypothetical protein"
"2011mTn5STM.3.01.B05",1.00,209.00,118.75,0.72,0.02,345.50,0.63,0.02,2365843.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.B06",1.00,210.00,20.75,-5.28,2.58290969511989e-03,41.25,-4.07,2.51975120661811e-03,,"","","","",""
"2011mTn5STM.3.01.B07",1.00,211.00,206.00,0.97,1.53041599781337e-03,251.75,0.70,6.43246915516432e-03,2621615.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.B08",1.00,403.00,239.00,-0.69,0.19,269.25,-0.47,0.31,739578.00,"SME591688_688","chromosome","SMc03043","motC","chemotaxis protein"
"2011mTn5STM.3.01.B09",1.00,213.00,333.00,0.04,0.77,284.00,-0.14,0.36,3131352.00,"SME591688_2951","chromosome","SMc03170","SMc03170","transcriptional regulator"
"2011mTn5STM.3.01.B10",1.00,214.00,108.50,0.10,0.67,215.25,-0.17,0.23,1130277.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.B11",1.00,215.00,207.75,0.01,0.84,181.00,0.05,0.79,1510190.00,"RME591985_1414","pSymB","SM_b20707","cyaG2","adenylate cyclase"
"2011mTn5STM.3.01.B12",1.00,216.00,388.00,-3.33,1.67947921201803e-05,493.25,-3.06,4.90250051672074e-08,3462251.00,"SME591688_3238","chromosome","SMc03797","metA","homoserine O-succinyltransferase"
"2011mTn5STM.3.01.C01",1.00,217.00,512.25,-0.13,0.39,265.50,-0.19,0.13,2753050.00,"]--Intergenic--[","chromosome","SMc02334","SMc02334","pentose kinase transmembrane protein"
"2011mTn5STM.3.01.C02",1.00,218.00,174.50,-0.77,9.23523118041628e-03,213.50,-1.01,1.30129263174082e-03,3635332.00,"SME591688_3386","chromosome","SMc04093","acsA1","acetyl-CoA synthetase"
"2011mTn5STM.3.01.C03",1.00,219.00,1144.75,-0.02,0.82,1197.50,0.21,0.10,811058.00,"SME591688_747","chromosome","SMc00788","dppC1","peptide ABC transporter permease"
"2011mTn5STM.3.01.C04",1.00,437.00,364.25,-0.26,0.17,172.75,-0.28,0.10,1619160.00,"RME591985_1517","pSymB","SM_b20605","SM_b20605","branched-chain amino acid ABC transporter substrate-binding protein"
"2011mTn5STM.3.01.C05",1.00,426.00,164.50,0.31,0.15,181.25,0.30,0.25,1612872.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.C06",1.00,474.00,121.50,0.23,0.11,133.00,0.33,0.07,531560.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.C07",1.00,223.00,142.00,5.33362125088997e-03,0.98,96.25,0.12,0.67,,"","","","",""
"2011mTn5STM.3.01.C08",1.00,224.00,295.25,-0.21,0.39,328.25,-0.13,0.30,323601.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.C09",1.00,225.00,122.75,0.28,0.17,207.75,0.07,0.64,554339.00,"RME591985_507","pSymB","SM_b20529","SM_b20529","hypothetical protein"
"2011mTn5STM.3.01.C10",1.00,226.00,195.00,0.11,0.54,237.75,3.58005950328932e-03,0.98,949704.00,"SME591688_881","chromosome","SMc00986","SMc00986","hypothetical protein"
"2011mTn5STM.3.01.C11",1.00,227.00,198.25,8.07455642704751e-03,0.88,218.75,0.11,0.42,274278.00,"AE006469_266","pSymA","SMa0506","SMa0506","ABC transporter periplasmic substrate-binding protein"
"2011mTn5STM.3.01.C12",1.00,228.00,407.75,-0.24,0.05,566.75,-0.25,2.02649907981062e-03,64833.00,"RME591985_54","pSymB","SM_b20055","SM_b20055","transcriptional regulator"
"2011mTn5STM.3.01.D02",1.00,399.00,350.75,0.21,0.33,486.00,0.05,0.69,61251.00,"AE006469_57","pSymA","SMa0113","SMa0113","Sensor histidine kinase"
"2011mTn5STM.3.01.D03",1.00,388.00,134.25,0.14,0.54,70.25,0.28,0.01,699355.00,"AE006469_696","pSymA","SMa1279","norE","NorE accessory protein for nitric oxide reductase"
"2011mTn5STM.3.01.D04",1.00,449.00,93.50,0.17,0.42,235.25,0.19,0.23,687828.00,"AE006469_686","pSymA","SMa1256","SMa1256","hypothetical protein"
"2011mTn5STM.3.01.D05",1.00,438.00,87.25,0.29,0.12,142.25,0.12,0.24,2243460.00,"SME591688_2119","chromosome","SMc04452","ndh","NADH dehydrogenase transmembrane protein"
"2011mTn5STM.3.01.D06",1.00,234.00,123.00,0.25,0.44,176.75,0.30,0.32,1166422.00,"RME591985_1063","pSymB","SM_b20941","exsA","MsbA-like saccharide exporting ABC transporter ATP-binding/permease subunits"
"2011mTn5STM.3.01.D07",1.00,235.00,160.25,0.09,0.12,333.75,0.05,0.73,2702176.00,"SME591688_2552","chromosome","SMc01977","SMc01977","sugar-binding periplasmic ABC transporter protein"
"2011mTn5STM.3.01.D08",1.00,236.00,296.50,-0.27,0.18,353.50,-0.26,0.05,,"","","","",""
"2011mTn5STM.3.01.D09",1.00,237.00,102.00,-0.12,0.23,270.50,-0.09,0.67,91755.00,"AE006469_89","pSymA","SMa0168","SMa0168","hypothetical protein"
"2011mTn5STM.3.01.D10",1.00,238.00,185.00,-0.39,0.03,132.25,-0.31,0.14,3406338.00,"]--Intergenic--[","chromosome","SMc03288","SMc03288","hypothetical protein"
"2011mTn5STM.3.01.D11",1.00,392.00,335.50,-0.46,0.04,211.00,-0.39,0.04,180695.00,"SME591688_161","chromosome","SMc02832","SMc02832","periplasmic binding protein"
"2011mTn5STM.3.01.D12",1.00,240.00,356.00,-0.30,0.02,499.00,-0.39,0.01,1202165.00,"AE006469_1159","pSymA","SMa2127","SMa2127","ABC transporter ATP-binding protein"
"2011mTn5STM.3.01.E01",1.00,469.00,236.00,-3.31743069847833e-03,0.98,544.00,-0.10,0.14,2157780.00,"]--Intergenic--[","chromosome","SMc04169","SMc04169","transcriptional regulator"
"2011mTn5STM.3.01.E02",1.00,242.00,377.75,-0.14,0.35,283.50,-0.23,0.02,3605733.00,"SME591688_3364","chromosome","SMc04400","SMc04400","oxidoreductase"
"2011mTn5STM.3.01.E03",1.00,400.00,68.50,0.04,0.87,208.00,0.25,0.13,2674793.00,"SME591688_2527","chromosome","SMc01952","cysQ","transmembrane protein"
"2011mTn5STM.3.01.E04",1.00,461.00,249.50,-0.08,0.65,324.25,-0.23,6.67797400542655e-03,3501941.00,"SME591688_3278","chromosome","SMc03836","tesA","acyl-CoA thioesterase i protein"
"2011mTn5STM.3.01.E05",1.00,450.00,191.75,0.26,6.89967750158876e-06,203.25,0.28,0.10,861062.00,"SME591688_798","chromosome","SMc00922","SMc00922","transporter transmembrane protein"
"2011mTn5STM.3.01.E06",1.00,246.00,329.50,-0.31,0.07,241.00,-0.01,0.95,3347223.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.E07",1.00,247.00,348.50,-0.01,0.83,249.00,0.08,0.09,672275.00,"SME591688_611","chromosome","SMc02297","SMc02297","integrase/resolvase recombinase"
"2011mTn5STM.3.01.E08",1.00,248.00,182.00,-0.16,0.27,248.00,-0.25,0.11,7533.00,"]--Intergenic--[","pSymB","SM_b20004","gstR","gstR-like transcriptional regulator protein"
"2011mTn5STM.3.01.E09",1.00,249.00,215.00,-0.20,0.31,106.25,-0.12,0.69,995277.00,"AE006469_966","pSymA","SMa1751","SMa1751","ABC transporter permease"
"2011mTn5STM.3.01.E10",1.00,250.00,650.50,0.90,9.45787888942564e-04,604.00,0.87,5.47815423311784e-04,1123751.00,"RME591985_1023","pSymB","SM_b21584","SM_b21584","hypothetical protein"
"2011mTn5STM.3.01.E11",1.00,251.00,214.00,-0.10,0.34,39.00,0.10,0.92,12633.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.E12",1.00,428.00,442.00,0.01,0.91,170.50,0.14,0.66,539040.00,"AE006469_521","pSymA","SMa0961","SMa0961","Response regulator"
"2011mTn5STM.3.01.F01",1.00,386.00,275.00,-0.67,0.01,205.25,-0.50,0.02,591962.00,"SME591688_545","chromosome","SMc02229","SMc02229","acyl-CoA dehydrogenase"
"2011mTn5STM.3.01.F02",1.00,411.00,224.00,0.29,0.13,350.50,-0.07,0.32,,"","","","",""
"2011mTn5STM.3.01.F03",1.00,436.00,200.00,0.07,0.63,167.75,0.02,0.80,1078812.00,"SME591688_1002","chromosome","SMc00114","ptrB","protease II oligopeptidase B hydrolase serine protease"
"2011mTn5STM.3.01.F04",1.00,473.00,278.50,-0.22,9.50268959803921e-03,298.25,-0.18,0.19,517999.00,"]--Intergenic--[","chromosome","SMc02177","SMc02177","hypothetical protein"
"2011mTn5STM.3.01.F05",1.00,257.00,448.75,-0.13,0.10,595.50,-0.25,0.16,3604408.00,"SME591688_3363","chromosome","SMc04399","SMc04399","acyl-COA transferase"
"2011mTn5STM.3.01.F06",1.00,258.00,83.50,-0.09,0.38,76.25,-0.20,0.34,,"","","","",""
"2011mTn5STM.3.01.F07",1.00,259.00,195.00,0.14,0.25,323.00,0.13,0.36,818250.00,"AE006469_808","pSymA","SMa1485","SMa1485","Permease, MFS"
"2011mTn5STM.3.01.F08",1.00,260.00,110.50,-0.09,0.47,321.25,0.11,0.28,2827954.00,"SME591688_2666","chromosome","SMc02444","SMc02444","hypothetical protein"
"2011mTn5STM.3.01.F09",1.00,261.00,141.50,0.24,0.01,342.00,0.25,0.03,597236.00,"AE006469_591","pSymA","SMa1091","SMa1091","hypothetical protein"
"2011mTn5STM.3.01.F10",1.00,262.00,279.50,-0.17,0.28,442.50,-0.04,0.81,97614.00,"RME591985_87","pSymB","SM_b20088","SM_b20088","hypothetical protein"
"2011mTn5STM.3.01.F11",1.00,263.00,114.25,0.03,0.87,278.25,0.06,0.70,2667651.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.F12",1.00,440.00,572.75,-0.29,0.11,681.25,-0.24,0.11,421898.00,"SME591688_400","chromosome","SMc01128","SMc01128","sensor histidine kinase transmembrane protein"
"2011mTn5STM.3.01.G01",1.00,410.00,322.75,0.21,0.13,416.00,0.16,0.18,2191291.00,"SME591688_2072","chromosome","SMc04205","SMc04205","iron/heme transport protein"
"2011mTn5STM.3.01.G02",1.00,423.00,253.00,0.25,0.13,386.75,0.18,0.01,2467647.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.G03",1.00,460.00,759.00,0.85,4.89412230884776e-03,1371.25,0.77,4.03392313268059e-04,783631.00,"SME591688_727","chromosome","SMc00770","potF","putrescine-binding periplasmic protein"
"2011mTn5STM.3.01.G04",1.00,390.00,124.75,-0.26,0.23,175.75,-0.16,0.25,901710.00,"RME591985_823","pSymB","SM_b21158","SM_b21158","transcriptional regulator"
"2011mTn5STM.3.01.G05",1.00,462.00,161.50,-0.04,0.65,230.50,0.04,0.61,679449.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.3.01.G06",1.00,270.00,295.75,0.03,0.83,426.25,-0.26,0.18,159804.00,"AE006469_153","pSymA","SMa0286","SMa0286","hypothetical protein"
"2011mTn5STM.3.01.G07",1.00,271.00,230.75,-0.05,0.65,252.25,0.10,0.66,2518941.00,"]--Intergenic--[","chromosome","SMc01583","SMc01583","hypothetical protein"
"2011mTn5STM.3.01.G08",1.00,272.00,234.00,-0.23,0.03,411.50,-0.08,0.41,1520547.00,"RME591985_1424","pSymB","SM_b20717","SM_b20717","LacI family transcriptional regulator"
"2011mTn5STM.3.01.G09",1.00,273.00,112.25,-0.01,0.94,123.00,-0.13,0.51,1686478.00,"SME591688_1584","chromosome","SMc01236","SMc01236","hypothetical protein"
"2011mTn5STM.3.01.G10",1.00,451.00,145.75,0.28,0.03,165.50,0.17,0.33,,"","","","",""
"2011mTn5STM.3.01.G11",1.00,404.00,1.00,0.47,0.62,8.00,-0.73,0.40,2930498.00,"SME591688_2776","chromosome","SMc00644","SMc00644","hypothetical protein"
"2011mTn5STM.3.01.G12",1.00,276.00,176.25,-1.60,6.84090200189514e-05,203.50,-1.30,5.24672585338192e-03,2069519.00,"SME591688_1954","chromosome","SMc04245","znuA","high-affinity zinc uptake system ABC transporter protein"
"2011mTn5STM.3.01.H02",1.00,435.00,231.00,0.03,0.83,374.50,0.07,0.49,2455635.00,"]--Intergenic--[","chromosome","SMc01657","foxA","ferrioxamine B receptor precursor protein"
"2011mTn5STM.3.01.H03",1.00,472.00,324.75,0.05,0.66,254.75,0.22,0.03,498853.00,"AE006469_489","pSymA","SMa0892","dnaE3","DnaE3 DNA polymerase III alpha chain"
"2011mTn5STM.3.01.H04",1.00,414.00,327.00,-0.14,0.22,573.00,-0.21,0.06,350648.00,"SME591688_328","chromosome","SMc00400","SMc00400","signal peptide protein"
"2011mTn5STM.3.01.H05",1.00,281.00,393.00,-0.01,0.91,398.25,0.07,0.60,394540.00,"]--Intergenic--[","pSymB","SM_b20383","SM_b20383","ABC transporter substrate-binding protein"
"2011mTn5STM.3.01.H06",1.00,282.00,430.75,0.09,0.57,472.25,0.05,0.66,583546.00,"AE006469_578","pSymA","SMa1067","SMa1067","transcriptional regulator"
"2011mTn5STM.3.01.H07",1.00,283.00,585.50,-0.30,7.31031452680605e-03,906.25,-0.20,0.13,3464289.00,"SME591688_3240","chromosome","SMc03799","SMc03799","hypothetical protein"
"2011mTn5STM.3.01.H08",1.00,439.00,439.25,0.12,0.24,314.50,0.21,0.09,1214334.00,"]--Intergenic--[","pSymB","SM_b20981","SM_b20981","C4-dicarboxylate transporter substrate-binding protein precursor"
"2011mTn5STM.3.01.H09",1.00,285.00,341.00,-0.21,0.14,414.25,-0.15,0.22,1626214.00,"RME591985_1522","pSymB","SM_b20610","SM_b20610","two-component response regulator protein"
"2011mTn5STM.3.01.H10",1.00,463.00,277.25,-2.11,2.05522489894503e-03,368.00,-1.58,2.52371859235133e-03,1036928.00,"SME591688_960","chromosome","SMc00091","cysD","sulfate adenylyltransferase"
"2011mTn5STM.3.01.H11",1.00,287.00,482.00,-0.47,0.02,689.50,-0.23,7.21518454689216e-03,181285.00,"SME591688_161","chromosome","SMc02832","SMc02832","periplasmic binding protein"
"2011mTn5STM.3.01.H12",1.00,288.00,163.75,0.02,0.92,377.25,0.02,0.80,335488.00,"]--Intergenic--[","pSymB","--"," Intergenic","Non coding"
"2011mTn5STM.3.02.A01",2.00,385.00,648.25,-0.21,0.12,521.00,-0.19,0.42,628120.00,"RME591985_577","pSymB","SM_b20835","SM_b20835","hypothetical protein"
"2011mTn5STM.3.02.A02",2.00,458.00,288.00,-5.1427823120004e-03,0.95,399.50,-0.23,0.19,870979.00,"RME591985_797","pSymB","SM_b21294","SM_b21294","Hsp20 family heat-shock protein"
"2011mTn5STM.3.02.A03",2.00,447.00,500.25,-0.31,0.10,227.75,-0.48,7.31890539536036e-03,1291686.00,"AE006469_1247","pSymA","SMa2315","SMa2315","hypothetical protein"
"2011mTn5STM.3.02.A04",2.00,389.00,375.50,0.15,0.19,340.00,0.13,0.53,494789.00,"AE006469_486","pSymA","SMa0887","SMa0887","hypothetical protein"
"2011mTn5STM.3.02.A05",2.00,197.00,461.00,-0.15,0.01,243.25,-8.94762188528372e-03,0.97,331705.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.02.A06",2.00,198.00,490.75,-0.14,0.56,422.50,-0.13,0.61,26939.00,"RME591985_21","pSymB","SM_b20019","sucB","dihydrolipoamide succinyltransferase"
"2011mTn5STM.3.02.A07",2.00,199.00,97.25,0.40,0.06,66.25,0.33,0.11,,"","","","",""
"2011mTn5STM.3.02.A08",2.00,200.00,168.50,-0.21,0.22,131.50,-0.27,0.05,212661.00,"RME591985_195","pSymB","SM_b20203","cbbR","transcriptional regulator"
"2011mTn5STM.3.02.A09",2.00,201.00,390.75,0.10,0.42,309.00,-0.02,0.92,862413.00,"RME591985_790","pSymB","SM_b21287","xdhB1","xanthine dehydrogenase"
"2011mTn5STM.3.02.A10",2.00,202.00,78.00,-0.08,0.57,376.75,-0.32,0.08,1532480.00,"RME591985_1434","pSymB","SM_b20727","SM_b20727","hypothetical protein"
"2011mTn5STM.3.02.A11",2.00,475.00,538.50,-0.03,0.67,180.75,0.28,0.17,2576191.00,"SME591688_2429","chromosome","SMc02726","SMc02726","iron transport protein"
"2011mTn5STM.3.02.A12",2.00,416.00,113.75,0.17,0.62,152.75,-0.20,0.30,1048922.00,"RME591985_962","pSymB","SM_b21385","SM_b21385","AraC family transcriptional regulator"
"2011mTn5STM.3.02.B01",2.00,409.00,525.25,0.03,0.86,403.50,-0.20,0.18,667344.00,"]--Intergenic--[","pSymB","SM_b21698","SM_b21698","hypothetical protein"
"2011mTn5STM.3.02.B02",2.00,470.00,438.50,-0.27,0.01,246.50,-0.12,0.52,107114.00,"RME591985_97","pSymB","SM_b20098","SM_b20098","hypothetical protein"
"2011mTn5STM.3.02.B03",2.00,459.00,246.50,0.02,0.75,173.50,0.17,0.32,750039.00,"]--Intergenic--[","pSymA","--"," Intergenic","Non coding"
"2011mTn5STM.3.02.B04",2.00,401.00,241.50,0.18,0.47,165.75,0.13,0.52,1714858.00,"]--Intergenic--[","chromosome","--"," Intergenic","Non coding"
"2011mTn5STM.3.02.B05",2.00,209.00,218.00,0.10,0.32,367.50,-0.23,0.35,507655.00,"SME591688_470","chromosome","SMc01705","SMc01705","hypothetical protein"
"2011mTn5STM.3.02.B06",2.00,210.00,86.50,0.23,0.36,115.25,0.07,0.86,,"","","","",""
"2011mTn5STM.3.02.B07",2.00,211.00,303.50,0.71,0.01,223.00,0.28,0.36,2666235.00,"SME591688_2518","chromosome","SMc01943","SMc01943","2-hydroxyacid dehydrogenase"
"2011mTn5STM.3.02.B08",2.00,403.00,233.75,0.28,0.04,173.50,0.29,0.32,1047718.00,"SME591688_970","chromosome","SMc00034","SMc00034","oxidoreductase"
"2011mTn5STM.3.02.B09",2.00,213.00,724.00,0.74,0.01,422.25,0.66,0.02,870356.00,"AE006469_855","pSymA","SMa1573","cpaE2","CpaE2 pilus assembly protein"
"2011mTn5STM.3.02.B10",2.00,214.00,92.25,-0.23,0.37,119.50,-0.18,0.42,1628807.00,"RME591985_1524","pSymB","SM_b20612","dctB","C4-dicarboxylate transport sensor protein"
"2011mTn5STM.3.02.B11",2.00,215.00,308.25,0.13,0.60,191.75,0.01,0.91,3376077.00,"SME591688_3170","chromosome","SMc03260","TRm17","transposase"
"2011mTn5STM.3.02.B12",2.00,216.00,412.00,0.32,0.27,361.50,-0.33,0.11,738197.00,"RME591985_673","pSymB","SM_b21095","SM_b21095","amino acid ABC transporter permease"
"2011mTn5STM.3.02.C01",2.00,217.00,681.00,0.04,0.73,231.00,0.17,0.07,1582336.00,"SME591688_1494","chromosome","SMc01051","mazG","nucleoside triphosphate pyrophosphohydrolase"
"2011mTn5STM.3.02.C02",2.00,218.00,215.00,0.04,0.78,190.50,-0.10,0.26,1511909.00,"SME591688_1426","chromosome","SMc01265","SMc01265","SpoVR family protein"
"2011mTn5STM.3.02.C03",2.00,219.00,1107.50,-0.28,0.04,774.50,-0.24,0.14,750866.00,"SME591688_700","chromosome","SMc03055","fliR","flagellar biosynthesis protein FliR"
"2011mTn5STM.3.02.C04",2.00,437.00,327.25,-0.29,0.32,105.75,0.02,0.89,785523.00,"RME591985_725","pSymB","SM_b21222","SM_b21222","transcriptional regulator"
"2011mTn5STM.3.02.C05",2.00,426.00,554.00,0.60,6.38477047819814e-03,413.00,0.44,0.03,833982.00,"SME591688_773","chromosome","SMc00813","SMc00813","transport transmembrane protein"
"2011mTn5STM.3.02.C06",2.00,474.00,277.50,0.02,0.92,230.25,-0.22,0.37,,"","","","",""
"2011mTn5STM.3.02.C07",2.00,223.00,225.00,-0.12,0.39,98.75,0.09,0.61,606646.00,"RME591985_556","pSymB","SM_b20817","SM_b20817","LacI family transcriptional regulator"
"2011mTn5STM.3.02.C08",2.00,224.00,309.75,-0.44,0.32,217.00,-0.26,0.40,772294.00,"]--Intergenic--[","pSymB","SM_b21133","SM_b21133","sulfate ABC transporter substrate-binding protein"
"2011mTn5STM.3.02.C09",2.00,225.00,212.00,0.01,0.93,233.50,-0.21,0.16,439826.00,"AE006469_437","pSymA","SMa0805","gabD4","GabD4 succinate-semialdehyde dehdyrogenase"
"2011mTn5STM.3.02.C10",2.00,226.00,310.50,-0.22,0.47,242.50,-0.53,3.29947799301879e-03,3281496.00,"]--Intergenic--[","chromosome","SMc02512","SMc02512","permease transmembrane protein"
"2011mTn5STM.3.02.C11",2.00,227.00,573.00,-0.34,0.02,425.75,-0.16,0.28,168012.00,"]--Intergenic--[","chromosome","SMc02821","SMc02821","hypothetical protein"
"2011mTn5STM.3.02.C12",2.00,228.00,738.00,0.14,0.24,602.25,0.01,0.82,1288637.00,"]--Intergenic--[","chromosome","SMc00616","perM","permease"
"2011mTn5STM.3.02.D02",2.00,399.00,77.75,-0.86,0.15,60.00,-1.11,0.04,1110931.00,"SME591688_1036","chromosome","SMc02363","cycK","cytochrome C-type biogenesis transmembrane protein"
"2011mTn5STM.3.02.D03",2.00,388.00,259.75,-0.16,0.49,95.50,-0.01,0.94,1591060.00,"RME591985_1488","pSymB","SM_b20576","pcaG","protocatechuate 3,4-dioxygenase subunit alpha"
"2011mTn5STM.3.02.D04",2.00,449.00,145.50,0.02,0.94,233.00,-0.34,0.06,3240464.00,"SME591688_3048","chromosome","SMc03102","SMc03102","carbon monoxide dehydrogenase large subunit transmembrane protein"
